"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 03 21:46:04 UTC 2025","Mon Nov 03 21:46:07 UTC 2025","2793","","io.cyborgcode.api.test.framework.CreateUserEvolutionTest","","io.cyborgcode.api.test.framework.CreateUserEvolutionTest","testCreateJuniorUserImprovedWithCustomService","testCreateJuniorUserImprovedWithCustomService(Quest, Late)",""
"passed","Mon Nov 03 21:46:03 UTC 2025","Mon Nov 03 21:46:08 UTC 2025","4477","","io.cyborgcode.api.test.framework.UserLifecycleEvolutionTest","","io.cyborgcode.api.test.framework.UserLifecycleEvolutionTest","testUserLifecycleWithPreQuest","testUserLifecycleWithPreQuest(Quest)",""
"passed","Mon Nov 03 21:46:03 UTC 2025","Mon Nov 03 21:46:08 UTC 2025","4546","","io.cyborgcode.api.test.framework.UserLifecycleEvolutionTest","","io.cyborgcode.api.test.framework.UserLifecycleEvolutionTest","testUserLifecycleWithCustomService","testUserLifecycleWithCustomService(Quest)",""
"broken","Mon Nov 03 21:46:06 UTC 2025","Mon Nov 03 21:46:09 UTC 2025","2642","","io.cyborgcode.api.test.framework.ReqresApiTest","","io.cyborgcode.api.test.framework.ReqresApiTest","testGetUsersJUnitAssertions","testGetUsersJUnitAssertions(Quest)",""
"broken","Mon Nov 03 21:46:11 UTC 2025","Mon Nov 03 21:46:12 UTC 2025","1307","","io.cyborgcode.api.test.framework.ReqresApiAIGeneratedTest","","io.cyborgcode.api.test.framework.ReqresApiAIGeneratedTest","testFullUserLifecycleAndCrossValidation","testFullUserLifecycleAndCrossValidation(Quest, User, Late)",""
"passed","Mon Nov 03 21:46:02 UTC 2025","Mon Nov 03 21:46:07 UTC 2025","4419","","io.cyborgcode.api.test.framework.RoAGeneratedTest","","io.cyborgcode.api.test.framework.RoAGeneratedTest","shouldCreateAndDeleteLeaderUserSuccessfully","shouldCreateAndDeleteLeaderUserSuccessfully(Quest, Late)",""
"broken","Mon Nov 03 21:46:10 UTC 2025","Mon Nov 03 21:46:10 UTC 2025","160","","io.cyborgcode.api.test.framework.ReqresApiTest","","io.cyborgcode.api.test.framework.ReqresApiTest","testGetUserFromListOfUsersByName","testGetUserFromListOfUsersByName(Quest)",""
"passed","Mon Nov 03 21:46:10 UTC 2025","Mon Nov 03 21:46:10 UTC 2025","848","","io.cyborgcode.api.test.framework.ReqresApiTest","","io.cyborgcode.api.test.framework.ReqresApiTest","testValidateAllUsers","testValidateAllUsers(Quest, LoginUser)",""
"passed","Mon Nov 03 21:46:08 UTC 2025","Mon Nov 03 21:46:11 UTC 2025","3140","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","testLoginMissingPassword","testLoginMissingPassword(Quest)",""
"passed","Mon Nov 03 21:46:08 UTC 2025","Mon Nov 03 21:46:11 UTC 2025","3123","","io.cyborgcode.api.test.framework.ReqresApiAIGeneratedTest","","io.cyborgcode.api.test.framework.ReqresApiAIGeneratedTest","testLoginUserWithValidCredentials","testLoginUserWithValidCredentials(Quest, LoginUser)",""
"broken","Mon Nov 03 21:46:09 UTC 2025","Mon Nov 03 21:46:09 UTC 2025","222","","io.cyborgcode.api.test.framework.ReqresApiTest","","io.cyborgcode.api.test.framework.ReqresApiTest","testGetUserFromListOfUsers","testGetUserFromListOfUsers(Quest)",""
"broken","Mon Nov 03 21:46:10 UTC 2025","Mon Nov 03 21:46:10 UTC 2025","317","","io.cyborgcode.api.test.framework.ReqresApiTest","","io.cyborgcode.api.test.framework.ReqresApiTest","testCreateJuniorUser","testCreateJuniorUser(Quest, Late)",""
"passed","Mon Nov 03 21:46:08 UTC 2025","Mon Nov 03 21:46:11 UTC 2025","3142","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","testSuccessfulLogin","testSuccessfulLogin(Quest)",""
"passed","Mon Nov 03 21:46:08 UTC 2025","Mon Nov 03 21:46:11 UTC 2025","3138","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","","io.cyborgcode.api.test.framework.LoginFunctionalityAIGeneratedTest","testLoginMissingEmail","testLoginMissingEmail(Quest)",""
"broken","Mon Nov 03 21:46:04 UTC 2025","Mon Nov 03 21:46:07 UTC 2025","2791","","io.cyborgcode.api.test.framework.CreateUserEvolutionTest","","io.cyborgcode.api.test.framework.CreateUserEvolutionTest","testCreateJuniorUserImproved","testCreateJuniorUserImproved(Quest, Late)",""
